"Ing1","Ing2","Occurrence"
"baking powder","finely grated lemon rind","0"
"baking powder"," tsp vanilla essence","0"
"baking powder","wholemeal breadcrumbs","0"
"baking powder","skim milk","0"
"baking powder","chicken mince","0"
"baking powder","mixed herbs","0"
"baking powder","egg","1"
"baking powder","tomatoes","0"
"baking powder","Parsley to garnish","0"
"baking powder","eggplant","0"
"baking powder","celery stalks","0"
"baking powder","olives","0"
"baking powder","capers","0"
"baking powder"," water","0"
"baking powder","globe artichokes","0"
"baking powder","heads garlic","0"
"baking powder","finely chopped parsley","0"
"baking powder","green or black olives","0"
"baking powder","can tuna","0"
"baking powder","ground almonds","0"
"baking powder","sugar","1"
"baking powder","cocoa powder","0"
"baking powder","ground cloves","0"
"baking powder","orange flower water","0"
"baking powder","chopped roasted almonds","0"
"baking powder","dried chestnuts","0"
"baking powder","mandarin peel","0"
"baking powder","of ground cloves","1"
"baking powder","of ground aniseed","1"
"baking powder","sesame seeds","1"
"baking powder","butter ","0"
"baking powder","chicken or beef stock ","0"
"baking powder","tomato paste ","0"
"baking powder","tomato puree ","0"
"baking powder","macaroni or penne ","0"
"baking powder","parmesan","0"
"baking powder","tasty cheese","0"
"baking powder","salt and pepper ","0"
"baking powder","puff pastry sheets","0"
"baking powder","large onions","0"
"baking powder","tin tomatoes ","0"
"baking powder","flat-leaf parsley leaves ","0"
"baking powder","red wine ","0"
"baking powder","water ","0"
"baking powder","thin slices of topside or round steak ","0"
"baking powder","minced veal ","0"
"baking powder","bacon rashers","0"
"baking powder","finely chopped flat-leaf parsley","0"
"baking powder","finely chopped oregano","0"
"baking powder","spring onion","0"
"baking powder","grated gbejniet","0"
"baking powder","salt and pepper","0"
"baking powder","day-old loaf of bread","0"
"baking powder","sugar ","0"
"baking powder","custard powder ","0"
"baking powder","cornflour ","0"
"baking powder","cocoa ","0"
"baking powder","mixed dried fruit such as sultanas","0"
"baking powder","almonds ","0"
"baking powder","glacé cherries","0"
"baking powder","vanilla extract ","0"
"baking powder","whisky","0"
"baking powder","French shallots","0"
"baking powder","head garlic","0"
"baking powder","sprigs of thyme ","0"
"baking powder","sherry vinegar","0"
"baking powder","port","0"
"baking powder","reduced chicken stock","0"
"baking powder","large washed Sebago potatoes","0"
"baking powder","Maltese pork sausage meat","0"
"baking powder","baby rocket leaves","0"
"baking powder","sprigs thyme ","0"
"baking powder","brandy","0"
"baking powder","truffle oil","0"
"baking powder","truffle paste","0"
"baking powder","rabbit  ","0"
"baking powder","bay leaves ","0"
"baking powder","slices of dense","0"
"baking powder","kunserva  ","0"
"baking powder","capers ","0"
"baking powder","white anchovies or tinned tuna in oil","0"
"baking powder","sea salt and freshly ground black pepper ","0"
"baking powder","chopped parsley ","0"
"baking powder","kohlrabi","0"
"baking powder","podded broad beans","0"
"baking powder","podded peas  ","0"
"baking powder","small cauliflower","0"
"baking powder","vegetable or chicken stock ","0"
"lemons","lemons","2"
"lemons","cold unsalted butter","1"
"lemons","egg yolks","1"
"lemons","drops orange blossom water","1"
"lemons","marzipan","1"
"lemons","small Easter eggs","1"
"lemons","egg whites","1"
"lemons","Red and black food colouring","1"
"lemons","onion","0"
"lemons","garlic cloves","1"
"lemons","bay leaves","0"
"lemons","bacon","0"
"lemons","minced beef","0"
"lemons","minced pork","0"
"lemons","chicken livers","0"
"lemons","canned chopped tomatoes","0"
"lemons","beef stock","0"
"lemons","of grated nutmeg","0"
"lemons","penne or other tubular pasta","0"
"lemons","finely grated parmesan","0"
"lemons","frozen puff pastry","0"
"lemons","milk","0"
"lemons","flat-leaf parsley","1"
"lemons","eschalot","0"
"lemons","baby capers","0"
"lemons","lemon juice","0"
"lemons","dried broad beans","0"
"lemons","long red chilli","0"
"lemons","lemon","0"
"lemons","crackers and raw carrots","0"
"lemons","ripe pears","0"
"lemons","sweet dessert wine","0"
"lemons","almond meal","0"
"lemons","caster sugar","0"
"lemons","unsalted butter","0"
"lemons","amaretto","0"
"lemons","grated lemon rind","0"
"lemons","ice-cream or warm vanilla custard","0"
"lemons","red apples","0"
"lemons","dried figs","0"
"lemons","apple juice","0"
"lemons","finely grated rind of one lemon","0"
"lemons","self-raising flour","0"
"lemons","ground cinnamon","0"
"lemons","mixed spice","0"
"lemons","whipped cream","0"
"lemons","boneless pork shoulder","0"
"lemons","dried mint ","0"
"lemons","flaked almonds","0"
"lemons","whole cloves","0"
"lemons","cinnamon sticks","0"
"lemons","soy sauce","0"
"lemons","fish sauce","0"
"lemons","brown sugar","0"
"lemons","sabaht baharat  (see note)","0"
"lemons","minced garlic","0"
"lemons","salt ","0"
"lemons","ice-cold water ","0"
"lemons","Kewpie mayonnaise","0"
"lemons","Dijon mustard","0"
"lemons","honey","0"
"lemons","rabbit pieces","0"
"lemons","large brown onion","0"
"lemons","tin whole peeled tomatoes","0"
"lemons","white wine","0"
"lemons","sprigs of rosemary","0"
"lemons","carrots","0"
"lemons","mushrooms","0"
"lemons","cooked white rice","0"
"lemons","fresh peaches","0"
"lemons","white flour","0"
"lemons","wheat flour","0"
"lemons","white sugar","0"
"lemons","vanilla extract","0"
"lemons","ice-cream or yoghurt","0"
"lemons","pitted dates","0"
"lemons","evaporated milk ","0"
"lemons","whiskey","0"
"lemons","plain biscuits","0"
"lemons","roasted hazelnuts","0"
"lemons","dried apricots","0"
"lemons","good quality dark chocolate","0"
"lemons","icing sugar","0"
"lemons","rice","0"
"lemons","chopped onions","0"
"lemons","fresh mint","0"
"lemons","anchovy fillets","0"
"lemons","canned tuna","0"
"lemons","sebago potatoes","1"
"lemons","extra virgin olive oil ","1"
"lemons","dried oregano ","1"
"lemons","garfish","1"
"lemons","olive oil ","1"
"lemons","plain flour ","0"
"lemons","semolina ","0"
"lemons","margarine ","0"
"lemons","orange juice or water ","0"
"lemons","jar  of treacle ","0"
"lemons","mandarin","0"
"lemons","ground cloves ","0"
"lemons","mixed spice ","0"
"lemons","aniseed liqueur ","0"
"lemons","hot water ","0"
"lemons","semolina","0"
"lemons","finely grated lemon rind","0"
"lemons"," tsp vanilla essence","0"
"lemons","wholemeal breadcrumbs","0"
"lemons","skim milk","0"
"lemons","chicken mince","0"
"lemons","mixed herbs","0"
"lemons","egg","0"
"lemons","tomatoes","0"
"lemons","Parsley to garnish","0"
"lemons","eggplant","0"
"lemons","celery stalks","0"
"lemons","olives","0"
"lemons","capers","0"
"lemons"," water","0"
"lemons","globe artichokes","0"
"lemons","heads garlic","0"
"lemons","finely chopped parsley","0"
"lemons","green or black olives","0"
"lemons","can tuna","0"
"lemons","ground almonds","0"
"lemons","sugar","0"
"lemons","cocoa powder","0"
"lemons","ground cloves","0"
"lemons","orange flower water","0"
"lemons","chopped roasted almonds","0"
"lemons","dried chestnuts","0"
"lemons","mandarin peel","0"
"lemons","of ground cloves","0"
"lemons","of ground aniseed","0"
"lemons","sesame seeds","0"
"lemons","butter ","0"
"lemons","chicken or beef stock ","0"
"lemons","tomato paste ","0"
"lemons","tomato puree ","0"
"lemons","macaroni or penne ","0"
"lemons","parmesan","0"
"lemons","tasty cheese","0"
"lemons","salt and pepper ","0"
"lemons","puff pastry sheets","0"
"lemons","large onions","0"
"lemons","tin tomatoes ","0"
"lemons","flat-leaf parsley leaves ","0"
"lemons","red wine ","0"
"lemons","water ","0"
"lemons","thin slices of topside or round steak ","0"
"lemons","minced veal ","0"
"lemons","bacon rashers","0"
"lemons","finely chopped flat-leaf parsley","0"
"lemons","finely chopped oregano","0"
"lemons","spring onion","0"
"lemons","grated gbejniet","0"
"lemons","salt and pepper","0"
"lemons","day-old loaf of bread","0"
"lemons","sugar ","0"
"lemons","custard powder ","0"
"lemons","cornflour ","0"
"lemons","cocoa ","0"
"lemons","mixed dried fruit such as sultanas","0"
"lemons","almonds ","0"
"lemons","glacé cherries","0"
"lemons","vanilla extract ","0"
"lemons","whisky","0"
"lemons","French shallots","0"
"lemons","head garlic","0"
"lemons","sprigs of thyme ","0"
"lemons","sherry vinegar","0"
"lemons","port","0"
"lemons","reduced chicken stock","0"
"lemons","large washed Sebago potatoes","0"
"lemons","Maltese pork sausage meat","0"
"lemons","baby rocket leaves","0"
"lemons","sprigs thyme ","0"
"lemons","brandy","0"
"lemons","truffle oil","0"
"lemons","truffle paste","0"
"lemons","rabbit  ","0"
"lemons","bay leaves ","0"
"lemons","slices of dense","0"
"lemons","kunserva  ","0"
"lemons","capers ","0"
"lemons","white anchovies or tinned tuna in oil","0"
"lemons","sea salt and freshly ground black pepper ","0"
"lemons","chopped parsley ","0"
"lemons","kohlrabi","0"
"lemons","podded broad beans","0"
"lemons","podded peas  ","0"
"lemons","small cauliflower","0"
"lemons","vegetable or chicken stock ","0"
"cold unsalted butter","cold unsalted butter","1"
"cold unsalted butter","egg yolks","1"
"cold unsalted butter","drops orange blossom water","1"
"cold unsalted butter","marzipan","1"
"cold unsalted butter","small Easter eggs","1"
"cold unsalted butter","egg whites","1"
"cold unsalted butter","Red and black food colouring","1"
"cold unsalted butter","onion","0"
"cold unsalted butter","garlic cloves","0"
"cold unsalted butter","bay leaves","0"
"cold unsalted butter","bacon","0"
"cold unsalted butter","minced beef","0"
"cold unsalted butter","minced pork","0"
"cold unsalted butter","chicken livers","0"
"cold unsalted butter","canned chopped tomatoes","0"
"cold unsalted butter","beef stock","0"
"cold unsalted butter","of grated nutmeg","0"
"cold unsalted butter","penne or other tubular pasta","0"
"cold unsalted butter","finely grated parmesan","0"
"cold unsalted butter","frozen puff pastry","0"
"cold unsalted butter","milk","0"
"cold unsalted butter","flat-leaf parsley","0"
"cold unsalted butter","eschalot","0"
"cold unsalted butter","baby capers","0"
"cold unsalted butter","lemon juice","0"
"cold unsalted butter","dried broad beans","0"
"cold unsalted butter","long red chilli","0"
"cold unsalted butter","lemon","0"
"cold unsalted butter","crackers and raw carrots","0"
"cold unsalted butter","ripe pears","0"
"cold unsalted butter","sweet dessert wine","0"
"cold unsalted butter","almond meal","0"
"cold unsalted butter","caster sugar","0"
"cold unsalted butter","unsalted butter","0"
"cold unsalted butter","amaretto","0"
"cold unsalted butter","grated lemon rind","0"
"cold unsalted butter","ice-cream or warm vanilla custard","0"
"cold unsalted butter","red apples","0"
"cold unsalted butter","dried figs","0"
"cold unsalted butter","apple juice","0"
"cold unsalted butter","finely grated rind of one lemon","0"
"cold unsalted butter","self-raising flour","0"
"cold unsalted butter","ground cinnamon","0"
"cold unsalted butter","mixed spice","0"
"cold unsalted butter","whipped cream","0"
"cold unsalted butter","boneless pork shoulder","0"
"cold unsalted butter","dried mint ","0"
"cold unsalted butter","flaked almonds","0"
"cold unsalted butter","whole cloves","0"
"cold unsalted butter","cinnamon sticks","0"
"cold unsalted butter","soy sauce","0"
"cold unsalted butter","fish sauce","0"
"cold unsalted butter","brown sugar","0"
"cold unsalted butter","sabaht baharat  (see note)","0"
"cold unsalted butter","minced garlic","0"
"cold unsalted butter","salt ","0"
"cold unsalted butter","ice-cold water ","0"
"cold unsalted butter","Kewpie mayonnaise","0"
"cold unsalted butter","Dijon mustard","0"
"cold unsalted butter","honey","0"
"cold unsalted butter","rabbit pieces","0"
"cold unsalted butter","large brown onion","0"
"cold unsalted butter","tin whole peeled tomatoes","0"
"cold unsalted butter","white wine","0"
"cold unsalted butter","sprigs of rosemary","0"
"cold unsalted butter","carrots","0"
"cold unsalted butter","mushrooms","0"
"cold unsalted butter","cooked white rice","0"
"cold unsalted butter","fresh peaches","0"
"cold unsalted butter","white flour","0"
"cold unsalted butter","wheat flour","0"
"cold unsalted butter","white sugar","0"
"cold unsalted butter","vanilla extract","0"
"cold unsalted butter","ice-cream or yoghurt","0"
"cold unsalted butter","pitted dates","0"
"cold unsalted butter","evaporated milk ","0"
"cold unsalted butter","whiskey","0"
"cold unsalted butter","plain biscuits","0"
"cold unsalted butter","roasted hazelnuts","0"
"cold unsalted butter","dried apricots","0"
"cold unsalted butter","good quality dark chocolate","0"
"cold unsalted butter","icing sugar","0"
"cold unsalted butter","rice","0"
"cold unsalted butter","chopped onions","0"
"cold unsalted butter","fresh mint","0"
"cold unsalted butter","anchovy fillets","0"
"cold unsalted butter","canned tuna","0"
"cold unsalted butter","sebago potatoes","0"
"cold unsalted butter","extra virgin olive oil ","0"
"cold unsalted butter","dried oregano ","0"
"cold unsalted butter","garfish","0"
"cold unsalted butter","olive oil ","0"
"cold unsalted butter","plain flour ","0"
"cold unsalted butter","semolina ","0"
"cold unsalted butter","margarine ","0"
"cold unsalted butter","orange juice or water ","0"
"cold unsalted butter","jar  of treacle ","0"
"cold unsalted butter","mandarin","0"
"cold unsalted butter","ground cloves ","0"
